@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
3274,204,430,699,2844,0.19729,0.321767,0.225914,0.321767,0.774086,0.265452,0.216184,1.488393,0.209652
3275,204,430,698,2845,0.197008,0.321767,0.226164,0.321767,0.773836,0.265625,0.215944,1.490043,0.209869
3276,204,430,697,2846,0.196726,0.321767,0.226415,0.321767,0.773585,0.265798,0.215705,1.491697,0.210042
3277,204,430,696,2847,0.196444,0.321767,0.226667,0.321767,0.773333,0.265971,0.215466,1.493354,0.210255
3278,203,431,696,2847,0.196444,0.320189,0.225806,0.320189,0.774194,0.26484,0.215226,1.487687,0.210291
3279,202,432,696,2847,0.196444,0.318612,0.224944,0.318612,0.775056,0.263708,0.214987,1.482007,0.210324
3280,202,432,695,2848,0.196161,0.318612,0.225195,0.318612,0.774805,0.26388,0.214747,1.483659,0.210362
3281,201,433,695,2848,0.196161,0.317035,0.22433,0.317035,0.77567,0.262745,0.214508,1.477962,0.210493
3282,200,434,695,2848,0.196161,0.315457,0.223464,0.315457,0.776536,0.261609,0.214269,1.472252,0.210757
3283,200,434,694,2849,0.195879,0.315457,0.223714,0.315457,0.776286,0.26178,0.214029,1.473899,0.210798
3284,200,434,693,2850,0.195597,0.315457,0.223964,0.315457,0.776036,0.261952,0.21379,1.475549,0.210914
3285,200,434,692,2851,0.195315,0.315457,0.224215,0.315457,0.775785,0.262123,0.21355,1.477204,0.211192
3286,200,434,691,2852,0.195032,0.315457,0.224467,0.315457,0.775533,0.262295,0.213311,1.478862,0.211222
3287,200,434,690,2853,0.19475,0.315457,0.224719,0.315457,0.775281,0.262467,0.213072,1.480523,0.211234
3288,200,434,689,2854,0.194468,0.315457,0.224972,0.315457,0.775028,0.26264,0.212832,1.482189,0.211314
3289,200,434,688,2855,0.194186,0.315457,0.225225,0.315457,0.774775,0.262812,0.212593,1.483858,0.211381
3290,200,434,687,2856,0.193903,0.315457,0.225479,0.315457,0.774521,0.262985,0.212353,1.485531,0.211471
3291,199,435,687,2856,0.193903,0.31388,0.224605,0.31388,0.775395,0.261842,0.212114,1.479771,0.211607
3292,199,435,686,2857,0.193621,0.31388,0.224859,0.31388,0.775141,0.262014,0.211875,1.481443,0.211812
3293,199,435,685,2858,0.193339,0.31388,0.225113,0.31388,0.774887,0.262187,0.211635,1.483119,0.21192
3294,199,435,684,2859,0.193057,0.31388,0.225368,0.31388,0.774632,0.26236,0.211396,1.484799,0.21207
3295,198,436,684,2859,0.193057,0.312303,0.22449,0.312303,0.77551,0.261214,0.211156,1.479012,0.212106
3296,198,436,683,2860,0.192774,0.312303,0.224745,0.312303,0.775255,0.261386,0.210917,1.480691,0.212557
3297,198,436,682,2861,0.192492,0.312303,0.225,0.312303,0.775,0.261559,0.210678,1.482374,0.21265
3298,198,436,681,2862,0.19221,0.312303,0.225256,0.312303,0.774744,0.261732,0.210438,1.48406,0.212696
3299,198,436,680,2863,0.191928,0.312303,0.225513,0.312303,0.774487,0.261905,0.210199,1.485751,0.212746
3300,198,436,679,2864,0.191645,0.312303,0.22577,0.312303,0.77423,0.262078,0.209959,1.487445,0.212919
3301,198,436,678,2865,0.191363,0.312303,0.226027,0.312303,0.773973,0.262252,0.20972,1.489143,0.213202
3302,198,436,677,2866,0.191081,0.312303,0.226286,0.312303,0.773714,0.262425,0.20948,1.490845,0.213229
3303,198,436,676,2867,0.190799,0.312303,0.226545,0.312303,0.773455,0.262599,0.209241,1.49255,0.21331
3304,198,436,675,2868,0.190517,0.312303,0.226804,0.312303,0.773196,0.262774,0.209002,1.49426,0.213531
3305,197,437,675,2868,0.190517,0.310726,0.225917,0.310726,0.774083,0.26162,0.208762,1.488418,0.213556
3306,197,437,674,2869,0.190234,0.310726,0.226177,0.310726,0.773823,0.261794,0.208523,1.490127,0.213643
3307,196,438,674,2869,0.190234,0.309148,0.225287,0.309148,0.774713,0.260638,0.208283,1.484267,0.213796
3308,196,438,673,2870,0.189952,0.309148,0.225547,0.309148,0.774453,0.260812,0.208044,1.485975,0.213982
3309,196,438,672,2871,0.18967,0.309148,0.225806,0.309148,0.774194,0.260985,0.207805,1.487687,0.214068
3310,196,438,671,2872,0.189388,0.309148,0.226067,0.309148,0.773933,0.261159,0.207565,1.489403,0.214182
3311,196,438,670,2873,0.189105,0.309148,0.226328,0.309148,0.773672,0.261333,0.207326,1.491123,0.214222
3312,196,438,669,2874,0.188823,0.309148,0.22659,0.309148,0.77341,0.261508,0.207086,1.492847,0.214238
3313,195,439,669,2874,0.188823,0.307571,0.225694,0.307571,0.774306,0.260347,0.206847,1.486949,0.214247
3314,194,440,669,2874,0.188823,0.305994,0.224797,0.305994,0.775203,0.259185,0.206608,1.481038,0.214258
3315,194,440,668,2875,0.188541,0.305994,0.225058,0.305994,0.774942,0.259358,0.206368,1.482756,0.214494
3316,194,440,667,2876,0.188259,0.305994,0.225319,0.305994,0.774681,0.259532,0.206129,1.484478,0.214522
3317,194,440,666,2877,0.187976,0.305994,0.225581,0.305994,0.774419,0.259705,0.205889,1.486204,0.214771
3318,193,441,666,2877,0.187976,0.304416,0.22468,0.304416,0.77532,0.25854,0.20565,1.480265,0.214923
3319,193,441,665,2878,0.187694,0.304416,0.224942,0.304416,0.775058,0.258713,0.205411,1.48199,0.215153
3320,193,441,664,2879,0.187412,0.304416,0.225204,0.304416,0.774796,0.258887,0.205171,1.483719,0.215199
3321,192,442,664,2879,0.187412,0.302839,0.224299,0.302839,0.775701,0.257718,0.204932,1.477756,0.215299
3322,192,442,663,2880,0.18713,0.302839,0.224561,0.302839,0.775439,0.257891,0.204692,1.479484,0.215509
3323,192,442,662,2881,0.186847,0.302839,0.224824,0.302839,0.775176,0.258065,0.204453,1.481217,0.215589
3324,191,443,662,2881,0.186847,0.301262,0.223916,0.301262,0.776084,0.256893,0.204214,1.475229,0.215698
3325,191,443,661,2882,0.186565,0.301262,0.224178,0.301262,0.775822,0.257066,0.203974,1.476961,0.21579
3326,191,443,660,2883,0.186283,0.301262,0.224442,0.301262,0.775558,0.257239,0.203735,1.478696,0.215838
3327,191,443,659,2884,0.186001,0.301262,0.224706,0.301262,0.775294,0.257412,0.203495,1.480436,0.216077
3328,191,443,658,2885,0.185718,0.301262,0.224971,0.301262,0.775029,0.257586,0.203256,1.48218,0.216146
3329,191,443,657,2886,0.185436,0.301262,0.225236,0.301262,0.774764,0.25776,0.203017,1.483928,0.216184
3330,190,444,657,2886,0.185436,0.299685,0.224321,0.299685,0.775679,0.256583,0.202777,1.477901,0.216215
3331,190,444,656,2887,0.185154,0.299685,0.224586,0.299685,0.775414,0.256757,0.202538,1.479648,0.216226
3332,190,444,655,2888,0.184872,0.299685,0.224852,0.299685,0.775148,0.25693,0.202298,1.481399,0.216309
3333,190,444,654,2889,0.184589,0.299685,0.225118,0.299685,0.774882,0.257104,0.202059,1.483154,0.216321
3334,190,444,653,2890,0.184307,0.299685,0.225386,0.299685,0.774614,0.257278,0.201819,1.484914,0.216433
3335,190,444,652,2891,0.184025,0.299685,0.225653,0.299685,0.774347,0.257453,0.20158,1.486677,0.216456
3336,190,444,651,2892,0.183743,0.299685,0.225922,0.299685,0.774078,0.257627,0.201341,1.488445,0.216544
3337,190,444,650,2893,0.18346,0.299685,0.22619,0.299685,0.77381,0.257802,0.201101,1.490217,0.216689
3338,190,444,649,2894,0.183178,0.299685,0.22646,0.299685,0.77354,0.257977,0.200862,1.491993,0.216741
3339,190,444,648,2895,0.182896,0.299685,0.22673,0.299685,0.77327,0.258152,0.200622,1.493774,0.216804
3340,190,444,647,2896,0.182614,0.299685,0.227001,0.299685,0.772999,0.258328,0.200383,1.495558,0.216948
3341,189,445,647,2896,0.182614,0.298107,0.226077,0.298107,0.773923,0.257143,0.200144,1.489467,0.217046
3342,189,445,646,2897,0.182331,0.298107,0.226347,0.298107,0.773653,0.257318,0.199904,1.49125,0.217261
3343,188,446,646,2897,0.182331,0.29653,0.22542,0.29653,0.77458,0.256131,0.199665,1.485139,0.217382
3344,187,447,646,2897,0.182331,0.294953,0.22449,0.294953,0.77551,0.254942,0.199425,1.479012,0.217435
3345,186,448,646,2897,0.182331,0.293375,0.223558,0.293375,0.776442,0.253752,0.199186,1.472871,0.217499
3346,185,449,646,2897,0.182331,0.291798,0.222623,0.291798,0.777377,0.25256,0.198947,1.466716,0.21751
3347,185,449,645,2898,0.182049,0.291798,0.222892,0.291798,0.777108,0.252732,0.198707,1.468483,0.217651
3348,184,450,645,2898,0.182049,0.290221,0.221954,0.290221,0.778046,0.251538,0.198468,1.462307,0.217667
3349,184,450,644,2899,0.181767,0.290221,0.222222,0.290221,0.777778,0.25171,0.198228,1.464073,0.217683
3350,184,450,643,2900,0.181485,0.290221,0.222491,0.290221,0.777509,0.251882,0.197989,1.465843,0.217754
3351,183,451,643,2900,0.181485,0.288644,0.22155,0.288644,0.77845,0.250685,0.19775,1.459642,0.217777
3352,182,452,643,2900,0.181485,0.287066,0.220606,0.287066,0.779394,0.249486,0.19751,1.453425,0.217915
3353,182,452,642,2901,0.181202,0.287066,0.220874,0.287066,0.779126,0.249657,0.197271,1.455189,0.217936
3354,182,452,641,2902,0.18092,0.287066,0.221142,0.287066,0.778858,0.249828,0.197031,1.456957,0.218006
3355,182,452,640,2903,0.180638,0.287066,0.221411,0.287066,0.778589,0.25,0.196792,1.45873,0.218062
3356,182,452,639,2904,0.180356,0.287066,0.221681,0.287066,0.778319,0.250172,0.196553,1.460506,0.218314
3357,182,452,638,2905,0.180073,0.287066,0.221951,0.287066,0.778049,0.250344,0.196313,1.462287,0.218477
3358,182,452,637,2906,0.179791,0.287066,0.222222,0.287066,0.777778,0.250516,0.196074,1.464073,0.218504
3359,182,452,636,2907,0.179509,0.287066,0.222494,0.287066,0.777506,0.250689,0.195834,1.465863,0.218593
3360,182,452,635,2908,0.179227,0.287066,0.222766,0.287066,0.777234,0.250861,0.195595,1.467657,0.21869
3361,181,453,635,2908,0.179227,0.285489,0.221814,0.285489,0.778186,0.249655,0.195356,1.461382,0.218876
3362,181,453,634,2909,0.178944,0.285489,0.222086,0.285489,0.777914,0.249827,0.195116,1.463175,0.218898
3363,181,453,633,2910,0.178662,0.285489,0.222359,0.285489,0.777641,0.25,0.194877,1.464972,0.218913
3364,181,453,632,2911,0.17838,0.285489,0.222632,0.285489,0.777368,0.250173,0.194637,1.466774,0.219068
3365,181,453,631,2912,0.178098,0.285489,0.222906,0.285489,0.777094,0.250346,0.194398,1.468581,0.219129
3366,180,454,631,2912,0.178098,0.283912,0.221948,0.283912,0.778052,0.249135,0.194158,1.462268,0.219211
3367,180,454,630,2913,0.177815,0.283912,0.222222,0.283912,0.777778,0.249307,0.193919,1.464073,0.219546
3368,180,454,629,2914,0.177533,0.283912,0.222497,0.283912,0.777503,0.24948,0.19368,1.465883,0.21958
3369,179,455,629,2914,0.177533,0.282334,0.221535,0.282334,0.778465,0.248266,0.19344,1.459543,0.219786
3370,179,455,628,2915,0.177251,0.282334,0.221809,0.282334,0.778191,0.248439,0.193201,1.461352,0.219795
3371,179,455,627,2916,0.176969,0.282334,0.222084,0.282334,0.777916,0.248611,0.192961,1.463165,0.220009
3372,179,455,626,2917,0.176686,0.282334,0.22236,0.282334,0.77764,0.248784,0.192722,1.464982,0.220272
3373,179,455,625,2918,0.176404,0.282334,0.222637,0.282334,0.777363,0.248957,0.192483,1.466804,0.220288
3374,179,455,624,2919,0.176122,0.282334,0.222914,0.282334,0.777086,0.24913,0.192243,1.468631,0.220371
3375,179,455,623,2920,0.17584,0.282334,0.223192,0.282334,0.776808,0.249304,0.192004,1.470462,0.220386
3376,179,455,622,2921,0.175557,0.282334,0.223471,0.282334,0.776529,0.249477,0.191764,1.472298,0.220403
3377,179,455,621,2922,0.175275,0.282334,0.22375,0.282334,0.77625,0.249651,0.191525,1.474138,0.220428
3378,179,455,620,2923,0.174993,0.282334,0.22403,0.282334,0.77597,0.249826,0.191286,1.475983,0.220478
3379,179,455,619,2924,0.174711,0.282334,0.224311,0.282334,0.775689,0.25,0.191046,1.477833,0.220572
3380,179,455,618,2925,0.174428,0.282334,0.224592,0.282334,0.775408,0.250175,0.190807,1.479687,0.220824
3381,179,455,617,2926,0.174146,0.282334,0.224874,0.282334,0.775126,0.25035,0.190567,1.481546,0.220864
3382,178,456,617,2926,0.174146,0.280757,0.223899,0.280757,0.776101,0.249125,0.190328,1.475123,0.220967
3383,178,456,616,2927,0.173864,0.280757,0.224181,0.280757,0.775819,0.2493,0.190089,1.47698,0.221035
3384,178,456,615,2928,0.173582,0.280757,0.224464,0.280757,0.775536,0.249474,0.189849,1.478843,0.221273
3385,178,456,614,2929,0.173299,0.280757,0.224747,0.280757,0.775253,0.249649,0.18961,1.48071,0.221315
3386,178,456,613,2930,0.173017,0.280757,0.225032,0.280757,0.774968,0.249825,0.18937,1.482582,0.22138
3387,178,456,612,2931,0.172735,0.280757,0.225316,0.280757,0.774684,0.25,0.189131,1.484459,0.221405
3388,177,457,612,2931,0.172735,0.27918,0.224335,0.27918,0.775665,0.24877,0.188892,1.47799,0.221547
3389,177,457,611,2932,0.172453,0.27918,0.224619,0.27918,0.775381,0.248945,0.188652,1.479866,0.221557
3390,176,458,611,2932,0.172453,0.277603,0.223634,0.277603,0.776366,0.247713,0.188413,1.473375,0.221826
3391,176,458,610,2933,0.17217,0.277603,0.223919,0.277603,0.776081,0.247887,0.188173,1.475249,0.222006
3392,175,459,610,2933,0.17217,0.276025,0.22293,0.276025,0.77707,0.246653,0.187934,1.468736,0.222115
3393,174,460,610,2933,0.17217,0.274448,0.221939,0.274448,0.778061,0.245416,0.187695,1.462205,0.222131
3394,174,460,609,2934,0.171888,0.274448,0.222222,0.274448,0.777778,0.245589,0.187455,1.464073,0.222194
3395,174,460,608,2935,0.171606,0.274448,0.222506,0.274448,0.777494,0.245763,0.187216,1.465945,0.222211
3396,173,461,608,2935,0.171606,0.272871,0.221511,0.272871,0.778489,0.244523,0.186976,1.459386,0.222243
3397,173,461,607,2936,0.171324,0.272871,0.221795,0.272871,0.778205,0.244696,0.186737,1.461257,0.222353
3398,173,461,606,2937,0.171041,0.272871,0.22208,0.272871,0.77792,0.244869,0.186497,1.463133,0.222621
3399,173,461,605,2938,0.170759,0.272871,0.222365,0.272871,0.777635,0.245042,0.186258,1.465014,0.222652
3400,173,461,604,2939,0.170477,0.272871,0.222651,0.272871,0.777349,0.245216,0.186019,1.466899,0.222652
3401,173,461,603,2940,0.170195,0.272871,0.222938,0.272871,0.777062,0.24539,0.185779,1.46879,0.222657
3402,173,461,602,2941,0.169913,0.272871,0.223226,0.272871,0.776774,0.245564,0.18554,1.470685,0.222673
3403,173,461,601,2942,0.16963,0.272871,0.223514,0.272871,0.776486,0.245739,0.1853,1.472585,0.222744
3404,173,461,600,2943,0.169348,0.272871,0.223803,0.272871,0.776197,0.245913,0.185061,1.47449,0.222785
3405,173,461,599,2944,0.169066,0.272871,0.224093,0.272871,0.775907,0.246088,0.184822,1.4764,0.222828
3406,173,461,598,2945,0.168784,0.272871,0.224384,0.272871,0.775616,0.246263,0.184582,1.478315,0.222901
3407,173,461,597,2946,0.168501,0.272871,0.224675,0.272871,0.775325,0.246439,0.184343,1.480235,0.222906
3408,173,461,596,2947,0.168219,0.272871,0.224967,0.272871,0.775033,0.246614,0.184103,1.48216,0.223033
3409,173,461,595,2948,0.167937,0.272871,0.22526,0.272871,0.77474,0.24679,0.183864,1.48409,0.223126
3410,173,461,594,2949,0.167655,0.272871,0.225554,0.272871,0.774446,0.246966,0.183625,1.486024,0.223227
3411,173,461,593,2950,0.167372,0.272871,0.225849,0.272871,0.774151,0.247143,0.183385,1.487964,0.223229
3412,173,461,592,2951,0.16709,0.272871,0.226144,0.272871,0.773856,0.24732,0.183146,1.489909,0.223367
3413,173,461,591,2952,0.166808,0.272871,0.22644,0.272871,0.77356,0.247496,0.182906,1.49186,0.223378
3414,173,461,590,2953,0.166526,0.272871,0.226737,0.272871,0.773263,0.247674,0.182667,1.493815,0.223565
3415,173,461,589,2954,0.166243,0.272871,0.227034,0.272871,0.772966,0.247851,0.182428,1.495775,0.223727
3416,173,461,588,2955,0.165961,0.272871,0.227332,0.272871,0.772668,0.248029,0.182188,1.497741,0.223949
3417,173,461,587,2956,0.165679,0.272871,0.227632,0.272871,0.772368,0.248207,0.181949,1.499712,0.223963
3418,173,461,586,2957,0.165397,0.272871,0.227931,0.272871,0.772069,0.248385,0.181709,1.501687,0.224143
3419,173,461,585,2958,0.165114,0.272871,0.228232,0.272871,0.771768,0.248563,0.18147,1.503669,0.224179
3420,172,462,585,2958,0.165114,0.271293,0.227213,0.271293,0.772787,0.247304,0.181231,1.496952,0.224289
3421,172,462,584,2959,0.164832,0.271293,0.227513,0.271293,0.772487,0.247482,0.180991,1.498932,0.224311
3422,171,463,584,2959,0.164832,0.269716,0.22649,0.269716,0.77351,0.24622,0.180752,1.492191,0.224368
3423,170,464,584,2959,0.164832,0.268139,0.225464,0.268139,0.774536,0.244957,0.180512,1.485432,0.224523
3424,170,464,583,2960,0.16455,0.268139,0.225764,0.268139,0.774236,0.245133,0.180273,1.487405,0.224567
3425,170,464,582,2961,0.164268,0.268139,0.226064,0.268139,0.773936,0.24531,0.180034,1.489383,0.224582
3426,169,465,582,2961,0.164268,0.266562,0.225033,0.266562,0.774967,0.244043,0.179794,1.482593,0.224766
3427,169,465,581,2962,0.163985,0.266562,0.225333,0.266562,0.774667,0.24422,0.179555,1.48457,0.225025
3428,169,465,580,2963,0.163703,0.266562,0.225634,0.266562,0.774366,0.244396,0.179315,1.486552,0.225049
3429,169,465,579,2964,0.163421,0.266562,0.225936,0.266562,0.774064,0.244573,0.179076,1.488539,0.225122
3430,168,466,579,2964,0.163421,0.264984,0.2249,0.264984,0.7751,0.243302,0.178836,1.481712,0.225395
3431,168,466,578,2965,0.163139,0.264984,0.225201,0.264984,0.774799,0.243478,0.178597,1.483699,0.225445
3432,167,467,578,2965,0.163139,0.263407,0.224161,0.263407,0.775839,0.242204,0.178358,1.476847,0.225488
3433,167,467,577,2966,0.162856,0.263407,0.224462,0.263407,0.775538,0.24238,0.178118,1.478832,0.225494
3434,167,467,576,2967,0.162574,0.263407,0.224764,0.263407,0.775236,0.242556,0.177879,1.480822,0.225502
3435,167,467,575,2968,0.162292,0.263407,0.225067,0.263407,0.774933,0.242733,0.177639,1.482818,0.225602
3436,167,467,574,2969,0.16201,0.263407,0.225371,0.263407,0.774629,0.242909,0.1774,1.484819,0.225658
3437,166,468,574,2969,0.16201,0.26183,0.224324,0.26183,0.775676,0.24163,0.177161,1.477922,0.225691
3438,166,468,573,2970,0.161727,0.26183,0.224628,0.26183,0.775372,0.241806,0.176921,1.479922,0.225709
3439,166,468,572,2971,0.161445,0.26183,0.224932,0.26183,0.775068,0.241983,0.176682,1.481927,0.225812
3440,166,468,571,2972,0.161163,0.26183,0.225237,0.26183,0.774763,0.242159,0.176442,1.483938,0.225839
3441,166,468,570,2973,0.160881,0.26183,0.225543,0.26183,0.774457,0.242336,0.176203,1.485954,0.226078
3442,165,469,570,2973,0.160881,0.260252,0.22449,0.260252,0.77551,0.241052,0.175964,1.479012,0.226084
3443,165,469,569,2974,0.160598,0.260252,0.224796,0.260252,0.775204,0.241228,0.175724,1.481027,0.226178
3444,165,469,568,2975,0.160316,0.260252,0.225102,0.260252,0.774898,0.241405,0.175485,1.483048,0.226202
3445,165,469,567,2976,0.160034,0.260252,0.22541,0.260252,0.77459,0.241581,0.175245,1.485074,0.226344
3446,165,469,566,2977,0.159752,0.260252,0.225718,0.260252,0.774282,0.241758,0.175006,1.487106,0.226633
3447,165,469,565,2978,0.159469,0.260252,0.226027,0.260252,0.773973,0.241935,0.174767,1.489143,0.226644
3448,165,469,564,2979,0.159187,0.260252,0.226337,0.260252,0.773663,0.242113,0.174527,1.491185,0.226872
3449,165,469,563,2980,0.158905,0.260252,0.226648,0.260252,0.773352,0.242291,0.174288,1.493234,0.226948
3450,165,469,562,2981,0.158623,0.260252,0.22696,0.260252,0.77304,0.242469,0.174048,1.495288,0.22709
3451,165,469,561,2982,0.15834,0.260252,0.227273,0.260252,0.772727,0.242647,0.173809,1.497347,0.227335
3452,165,469,560,2983,0.158058,0.260252,0.227586,0.260252,0.772414,0.242826,0.17357,1.499413,0.227346
3453,165,469,559,2984,0.157776,0.260252,0.227901,0.260252,0.772099,0.243004,0.17333,1.501484,0.227381
3454,165,469,558,2985,0.157494,0.260252,0.228216,0.260252,0.771784,0.243183,0.173091,1.50356,0.227703
3455,165,469,557,2986,0.157211,0.260252,0.228532,0.260252,0.771468,0.243363,0.172851,1.505643,0.227799
3456,165,469,556,2987,0.156929,0.260252,0.228849,0.260252,0.771151,0.243542,0.172612,1.507731,0.227923
3457,165,469,555,2988,0.156647,0.260252,0.229167,0.260252,0.770833,0.243722,0.172373,1.509825,0.228243
3458,165,469,554,2989,0.156365,0.260252,0.229485,0.260252,0.770515,0.243902,0.172133,1.511925,0.228293
3459,165,469,553,2990,0.156082,0.260252,0.229805,0.260252,0.770195,0.244083,0.171894,1.514031,0.228332
3460,165,469,552,2991,0.1558,0.260252,0.230126,0.260252,0.769874,0.244264,0.171654,1.516142,0.228338
3461,164,470,552,2991,0.1558,0.258675,0.22905,0.258675,0.77095,0.242963,0.171415,1.509058,0.228686
3462,164,470,551,2992,0.155518,0.258675,0.229371,0.258675,0.770629,0.243143,0.171175,1.511169,0.228699
3463,163,471,551,2992,0.155518,0.257098,0.228291,0.257098,0.771709,0.24184,0.170936,1.504058,0.228826
3464,163,471,550,2993,0.155236,0.257098,0.228612,0.257098,0.771388,0.242019,0.170697,1.506168,0.228969
3465,163,471,549,2994,0.154953,0.257098,0.228933,0.257098,0.771067,0.242199,0.170457,1.508283,0.229136
3466,163,471,548,2995,0.154671,0.257098,0.229255,0.257098,0.770745,0.242379,0.170218,1.510404,0.229174
3467,163,471,547,2996,0.154389,0.257098,0.229577,0.257098,0.770423,0.24256,0.169978,1.512532,0.229271
3468,162,472,547,2996,0.154389,0.255521,0.228491,0.255521,0.771509,0.241251,0.169739,1.505373,0.229324
3469,162,472,546,2997,0.154107,0.255521,0.228814,0.255521,0.771186,0.241431,0.1695,1.507499,0.229392
3470,162,472,545,2998,0.153824,0.255521,0.229137,0.255521,0.770863,0.241611,0.16926,1.509631,0.229585
3471,162,472,544,2999,0.153542,0.255521,0.229462,0.255521,0.770538,0.241791,0.169021,1.511769,0.229676
3472,162,472,543,3000,0.15326,0.255521,0.229787,0.255521,0.770213,0.241972,0.168781,1.513914,0.230015
3473,162,472,542,3001,0.152978,0.255521,0.230114,0.255521,0.769886,0.242152,0.168542,1.516064,0.230048
3474,162,472,541,3002,0.152695,0.255521,0.230441,0.255521,0.769559,0.242334,0.168303,1.518221,0.230067
3475,162,472,540,3003,0.152413,0.255521,0.230769,0.255521,0.769231,0.242515,0.168063,1.520383,0.230153
3476,162,472,539,3004,0.152131,0.255521,0.231098,0.255521,0.768902,0.242697,0.167824,1.522552,0.230171
3477,162,472,538,3005,0.151849,0.255521,0.231429,0.255521,0.768571,0.242879,0.167584,1.524727,0.23027
3478,162,472,537,3006,0.151566,0.255521,0.23176,0.255521,0.76824,0.243061,0.167345,1.526909,0.230498
3479,162,472,536,3007,0.151284,0.255521,0.232092,0.255521,0.767908,0.243243,0.167106,1.529096,0.230555
3480,162,472,535,3008,0.151002,0.255521,0.232425,0.255521,0.767575,0.243426,0.166866,1.53129,0.230556
3481,162,472,534,3009,0.15072,0.255521,0.232759,0.255521,0.767241,0.243609,0.166627,1.53349,0.230685
3482,161,473,534,3009,0.15072,0.253943,0.231655,0.253943,0.768345,0.242287,0.166387,1.526217,0.230735
3483,161,473,533,3010,0.150437,0.253943,0.231988,0.253943,0.768012,0.24247,0.166148,1.528416,0.230831
3484,161,473,532,3011,0.150155,0.253943,0.232323,0.253943,0.767677,0.242653,0.165909,1.530622,0.230834
3485,161,473,531,3012,0.149873,0.253943,0.232659,0.253943,0.767341,0.242836,0.165669,1.532834,0.231
3486,160,474,531,3012,0.149873,0.252366,0.231548,0.252366,0.768452,0.241509,0.16543,1.525517,0.231043
3487,159,475,531,3012,0.149873,0.250789,0.230435,0.250789,0.769565,0.240181,0.16519,1.51818,0.231057
3488,159,475,530,3013,0.149591,0.250789,0.230769,0.250789,0.769231,0.240363,0.164951,1.520383,0.231308
3489,158,476,530,3013,0.149591,0.249211,0.229651,0.249211,0.770349,0.239032,0.164712,1.513017,0.231364
3490,158,476,529,3014,0.149308,0.249211,0.229985,0.249211,0.770015,0.239213,0.164472,1.51522,0.231517
3491,158,476,528,3015,0.149026,0.249211,0.230321,0.249211,0.769679,0.239394,0.164233,1.517428,0.231615
3492,158,476,527,3016,0.148744,0.249211,0.230657,0.249211,0.769343,0.239575,0.163993,1.519644,0.231784
3493,157,477,527,3016,0.148744,0.247634,0.229532,0.247634,0.770468,0.23824,0.163754,1.512233,0.231815
3494,157,477,526,3017,0.148462,0.247634,0.229868,0.247634,0.770132,0.238421,0.163514,1.514447,0.231883
3495,157,477,525,3018,0.14818,0.247634,0.230205,0.247634,0.769795,0.238602,0.163275,1.516668,0.232069
3496,157,477,524,3019,0.147897,0.247634,0.230543,0.247634,0.769457,0.238783,0.163036,1.518895,0.232102
3497,156,478,524,3019,0.147897,0.246057,0.229412,0.246057,0.770588,0.237443,0.162796,1.51144,0.232133
3498,156,478,523,3020,0.147615,0.246057,0.22975,0.246057,0.77025,0.237624,0.162557,1.513666,0.232167
3499,155,479,523,3020,0.147615,0.244479,0.228614,0.244479,0.771386,0.23628,0.162317,1.506181,0.23224
3500,155,479,522,3021,0.147333,0.244479,0.228951,0.244479,0.771049,0.236461,0.162078,1.508406,0.232339
3501,155,479,521,3022,0.147051,0.244479,0.22929,0.244479,0.77071,0.236641,0.161839,1.510637,0.232343
3502,155,479,520,3023,0.146768,0.244479,0.22963,0.244479,0.77037,0.236822,0.161599,1.512875,0.232695
3503,154,480,520,3023,0.146768,0.242902,0.228487,0.242902,0.771513,0.235474,0.16136,1.505345,0.232748
3504,154,480,519,3024,0.146486,0.242902,0.228826,0.242902,0.771174,0.235654,0.16112,1.507582,0.232754
3505,153,481,519,3024,0.146486,0.241325,0.227679,0.241325,0.772321,0.234303,0.160881,1.500021,0.232869
3506,152,482,519,3024,0.146486,0.239748,0.226528,0.239748,0.773472,0.23295,0.160642,1.492438,0.232883
3507,152,482,518,3025,0.146204,0.239748,0.226866,0.239748,0.773134,0.233129,0.160402,1.494665,0.232991
3508,152,482,517,3026,0.145922,0.239748,0.227205,0.239748,0.772795,0.233308,0.160163,1.4969,0.232998
3509,152,482,516,3027,0.145639,0.239748,0.227545,0.239748,0.772455,0.233487,0.159923,1.499141,0.23308
3510,151,483,516,3027,0.145639,0.23817,0.226387,0.23817,0.773613,0.232129,0.159684,1.491511,0.233082
3511,151,483,515,3028,0.145357,0.23817,0.226727,0.23817,0.773273,0.232308,0.159445,1.49375,0.233261
3512,151,483,514,3029,0.145075,0.23817,0.227068,0.23817,0.772932,0.232487,0.159205,1.495996,0.233367
3513,150,484,514,3029,0.145075,0.236593,0.225904,0.236593,0.774096,0.231125,0.158966,1.488327,0.233488
3514,150,484,513,3030,0.144793,0.236593,0.226244,0.236593,0.773756,0.231303,0.158726,1.490572,0.233729
3515,150,484,512,3031,0.14451,0.236593,0.226586,0.236593,0.773414,0.231481,0.158487,1.492824,0.233729
